H7V;45.550000000000004;-73.74
H7W;45.54;-73.76
H7X;45.53;-73.8
H7Y;45.52;-73.85000000000001
H8A;45.5;-73.83
H8B;45.62;-73.76
H8C;45.47;-73.74
H8H;45.480000000000004;-73.82000000000001
H8M;45.44;-73.59
H8N;45.44;-73.62
H8P;45.43;-73.61
H8R;45.43;-73.64
H8S;45.44;-73.67
H8T;45.45;-73.71000000000001
H8W;45.44;-73.85000000000001
H8X;45.47;-73.68
H8Y;45.51;-73.8
H8Z;45.51;-73.84
H9A;45.5;-73.83
H9B;45.49;-73.8
H9C;45.5;-73.87
H9D;45.49;-73.79
H9E;45.49;-73.9
H9G;45.480000000000004;-73.84
H9H;45.47;-73.86
H9J;45.45;-73.88
H9K;45.46;-73.9
H9L;45.46;-73.78
H9M;45.51;-73.79
H9N;45.52;-73.64
H9O;45.43;-73.86
H9P;45.46;-73.76
H9Q;45.44;-73.74
H9R;45.46;-73.81
H9S;45.44;-73.77
H9T;45.45;-73.7
H9V;45.6;-73.95
H9W;45.43;-73.87
H9X;45.410000000000004;-73.93
J0A;45.79;-71.96000000000001
J0B;45.38;-71.84
J0C;45.99;-72.76
J0E;45.32;-72.59
J0G;46.06;-72.79
J0H;45.7;-73.05
J0J;45.17;-73.10000000000001
J0K;46.21;-73.52
J0L;45.45;-73.4
J0M;57.42;-74.55
J0N;45.6;-74.03
J0O;45.37;-74.27
J0P;45.42;-74.23
J0R;45.9;-74.14
J0S;45.13;-74.02
J0T;46.18;-74.58
J0V;45.72;-74.8
J0W;46.58;-75.49
J0X;45.800000000000004;-76.07000000000001
J0Y;48.84;-77.74
J0Z;48.08;-79.09
J1A;45.13;-71.81
J1C;45.47;-71.97
J1E;45.42;-71.88
J1G;45.4;-71.86
J1H;45.39;-71.9
J1J;45.410000000000004;-71.92
J1K;45.39;-71.94
J1L;45.4;-71.96000000000001
J1M;45.37;-71.86
J1N;45.36;-71.99
J1P;45.42;-71.87
J1R;45.39;-72.03
J1S;45.57;-72.0
J1T;45.78;-71.93
J1V;45.57;-74.61
J1W;45.46;-73.59
J1X;45.29;-72.15
J1Y;45.79;-74.02
J1Z;45.93;-72.45
J2A;45.83;-72.42
J2B;45.87;-72.48
J2C;45.89;-72.5
J2E;45.910000000000004;-72.53
J2F;45.21;-72.76
J2G;45.4;-72.73
J2H;45.410000000000004;-72.71000000000001
J2J;45.4;-72.76
J2K;45.22;-72.76
J2L;45.300000000000004;-72.68
J2M;45.36;-72.60000000000001
J2N;45.28;-72.98
J2P;45.57;-73.44
J2R;45.65;-72.94
J2S;45.62;-72.96000000000001
J2T;45.62;-72.94
J2V;45.68;-72.98
J2W;45.36;-73.29
J2X;45.31;-73.23
J3A;45.35;-73.25
J3B;45.300000000000004;-73.26
J3C;45.730000000000004;-73.59
J3E;45.58;-73.33
J3G;45.57;-73.21000000000001
J3H;45.550000000000004;-73.19
J3I;45.6;-73.35000000000001
J3L;45.45;-73.28
J3M;45.43;-73.16
J3N;45.53;-73.29
J3P;46.03;-73.10000000000001
J3R;46.03;-73.14
J3T;46.230000000000004;-72.61
J3V;45.53;-73.34
J3W;45.36;-73.31
J3X;45.68;-73.42
J3Y;45.49;-73.42
J4A;45.68;-73.46000000000001
J4B;45.6;-73.44
J4C;45.56;-73.53
J4E;47.29;-98.19
J4F;45.5;-73.51
J4G;45.56;-73.48
J4H;45.54;-73.5
J4J;45.53;-73.48
J4K;45.52;-73.5
J4L;45.52;-73.46000000000001
J4M;45.54;-73.45
J4N;45.550000000000004;-73.46000000000001
J4P;45.51;-73.51
J4R;45.49;-73.5
J4S;45.480000000000004;-73.49
J4T;45.5;-73.47
J4V;45.49;-73.47
J4W;45.47;-73.48
J4X;45.45;-73.48
J4Y;45.45;-73.46000000000001
J4Z;45.47;-73.45
J5A;45.38;-73.57000000000001
J5B;45.38;-73.54
J5C;45.4;-73.57000000000001
J5E;45.81;-73.4
J5G;45.76;-73.48
J5J;45.83;-73.94
J5K;45.75;-74.12
J5L;45.79;-74.06
J5M;45.86;-73.77
J5P;45.9;-73.29
J5R;45.4;-73.5
J5S;45.32;-73.60000000000001
J5T;45.9;-73.3
J5V;46.26;-72.94
J5W;45.84;-73.42
J5X;45.86;-73.47
J5Y;45.77;-73.43
J5Z;45.75;-73.48
J6A;45.74;-73.46000000000001
J6B;45.54;-73.5
J6E;46.03;-73.44
J6H;45.56;-74.27
J6J;45.37;-73.74
J6K;45.36;-73.73
J6L;45.45;-73.93
J6M;45.59;-73.71000000000001
J6N;45.32;-73.86
J6P;46.050000000000004;-71.93
J6R;45.32;-73.74
J6S;45.27;-74.12
J6T;45.25;-74.13
J6V;45.72;-73.52
J6W;45.7;-73.63
J6X;45.72;-73.67
J6Y;45.69;-73.75
J6Z;45.67;-73.77
J7A;45.64;-73.8
J7B;45.660000000000004;-73.82000000000001
J7C;45.67;-73.88
J7E;45.65;-73.84
J7G;45.61;-73.83
J7H;45.63;-73.86
J7J;45.7;-73.93
J7K;45.75;-73.61
J7L;45.74;-73.66
J7M;45.77;-73.74
J7N;45.660000000000004;-74.05
J7P;45.57;-73.88
J7R;45.550000000000004;-73.91
J7S;45.64;-73.88
J7T;45.38;-74.11
J7V;45.39;-74.0
J7W;45.39;-73.96000000000001
J7X;45.28;-74.19
J7Y;45.79;-74.01
J7Z;45.78;-73.99
J8A;45.92;-74.01
J8B;45.95;-74.14
J8C;46.050000000000004;-74.28
J8E;46.15;-74.60000000000001
J8G;45.68;-74.43
J8H;45.660000000000004;-74.34
J8I;46.22;-74.60000000000001
J8K;47.06;-74.06
J8L;45.59;-75.42
J8M;45.54;-75.46000000000001
J8N;45.69;-75.68
J8P;45.49;-75.63
J8R;45.51;-75.63
J8T;45.480000000000004;-75.71000000000001
J8U;45.58;-75.78
J8V;45.51;-75.74
J8W;45.88;-75.77
J8X;45.44;-75.71000000000001
J8Y;45.45;-75.74
J8Z;45.47;-75.76
J9A;45.43;-75.76
J9B;45.53;-75.83
J9C;47.13;-76.0
J9E;46.38;-75.97
J9H;45.4;-75.82000000000001
J9J;45.43;-75.83
J9L;46.550000000000004;-75.5
J9M;48.09;-77.82000000000001
J9N;45.75;-73.83
J9P;48.09;-77.78
J9R;45.74;-74.74
J9S;45.43;-75.76
J9T;48.57;-78.12
J9V;47.33;-79.44
J9W;46.11;-76.08
J9X;48.230000000000004;-79.01
J9Y;48.15;-79.04
J9Z;48.800000000000004;-79.2
K0A;45.27;-75.73
K0B;45.480000000000004;-74.8
K0C;45.14;-74.99
K0E;44.75;-75.72
K0G;44.87;-76.05
K0H;44.67;-76.79
K0J;45.6;-77.44
K0K;44.230000000000004;-77.44
K0L;44.65;-78.10000000000001
K1A;45.410000000000004;-75.7
K1B;45.42;-75.59
K1C;45.46;-75.53
K1E;45.47;-75.51
K1G;45.4;-75.64
K1H;45.39;-75.66
K1J;45.44;-75.61
K1K;45.44;-75.65
K1L;45.44;-75.66
K1M;45.44;-75.68
K1N;45.43;-75.68
K1P;45.39;-75.75
K1R;45.410000000000004;-75.71000000000001
K1S;45.4;-75.69
K1T;45.35;-75.63
K1U;45.38;-75.65
K1V;45.35;-75.67
K1W;45.44;-75.53
K1X;45.28;-75.64
K1Y;45.4;-75.73
K1Z;45.39;-75.74
K2A;45.38;-75.76
K2B;45.36;-75.79
K2C;45.36;-75.74
K2E;45.35;-75.72
K2G;45.33;-75.75
K2H;45.33;-75.82000000000001
K2J;45.27;-75.76
K2K;45.34;-75.91
K2L;45.300000000000004;-75.89
K2M;45.29;-75.86
K2N;45.35;-75.79
K2P;45.42;-75.69
K2R;45.28;-75.8
K2S;45.26;-75.92
K2T;45.32;-75.92
K2V;45.300000000000004;-75.91
K4A;45.47;-75.48
K4B;45.410000000000004;-75.4
K4C;45.5;-75.4
K4G;44.02;-79.45
K4J;43.69;-79.34
K4K;45.550000000000004;-75.28
K4L;45.550000000000004;-75.29
K4M;45.21;-75.73
K4N;44.36;-79.66
K4P;45.25;-75.58
K6A;45.6;-74.61
K6B;44.26;-77.47
K6C;45.02;-74.72
K6G;45.050000000000004;-74.69
K6H;45.03;-74.72
K6J;45.02;-74.75
K6K;45.06;-74.77
K6M;44.24;-76.53
K6R;44.19;-77.73
K6S;44.74;-75.60000000000001
K6T;44.63;-75.71000000000001
K6U;42.25;-83.09
K6V;44.6;-75.69
K7A;44.9;-76.02
K7B;44.86;-76.63
K7C;45.14;-76.14
K7E;44.24;-76.49
K7G;44.33;-76.16
K7H;44.9;-76.25
K7J;45.04;-74.75
K7K;44.25;-76.48
K7L;44.230000000000004;-76.49
K7M;44.24;-76.56
K7N;44.22;-76.65
K7P;44.26;-76.58
K7Q;44.33;-76.17
K7R;44.25;-76.95
K7S;45.43;-76.36
K7T;44.25;-76.59
K7V;45.47;-76.68
K8A;45.82;-77.12
K8B;45.730000000000004;-77.10000000000001
K8G;45.9;-77.29
K8H;45.89;-77.27
K8J;44.92;-77.81
K8M;44.17;-77.37
K8N;44.17;-77.37
K8P;44.17;-77.4
K8R;44.14;-77.45
K8T;44.18;-77.39
K8V;44.11;-77.58
K9A;43.97;-78.17
K9B;44.38;-78.75
K9C;43.96;-79.0
K9G;44.33;-76.16
K9H;44.32;-78.32000000000001
K9J;44.29;-78.33
K9K;44.29;-78.36
K9L;44.33;-78.3
K9M;44.300000000000004;-78.32000000000001
K9N;44.19;-77.26
K9P;44.15;-77.4
K9S;44.32;-78.32000000000001
K9T;43.51;-79.85000000000001
K9U;44.36;-78.74
K9V;44.36;-78.74
L0A;44.06;-78.54
L0B;43.94;-79.03
L0C;44.160000000000004;-79.11
L0E;44.24;-79.29
L0G;44.02;-79.57000000000001
L0H;43.89;-79.27
L0I;43.18;-79.9
L0J;43.81;-79.64
L0K;44.57;-79.59
L0L;44.44;-79.68
L0M;44.33;-79.93
L0N;44.04;-80.09
L0P;43.58;-79.9
L0R;43.21;-79.73
L1A;43.96;-78.31
L1B;43.910000000000004;-78.60000000000001
L1C;43.92;-78.69
L1E;43.910000000000004;-78.79
L1G;43.92;-78.86
L1H;43.89;-78.84
L1J;43.89;-78.87
L1K;43.93;-78.85000000000001
L1L;43.94;-78.92
L1M;43.96;-78.96000000000001
L1N;43.88;-78.93
L1P;43.89;-78.97
L1R;43.910000000000004;-78.94
L1S;43.84;-79.02
L1T;43.87;-79.05
L1U;43.87;-79.01
L1V;43.83;-79.11
L1W;43.82;-79.09
L1X;43.85;-79.09
L1Y;43.96;-79.08
L1Z;43.87;-79.01
L2A;42.910000000000004;-78.94
L2B;44.59;-87.46000000000001
L2C;43.36;-79.43
L2E;43.1;-79.08
L2G;43.08;-79.09
L2H;43.1;-79.13
L2J;43.13;-79.11
L2K;43.1;-79.25
L2L;43.67;-79.64
L2M;43.19;-79.22
L2N;43.19;-79.25
L2P;43.15;-79.22
L2R;43.17;-79.25
L2S;43.15;-79.26
L2T;43.14;-79.23
L2U;43.12;-79.2
L2V;43.12;-79.21000000000001
L3A;43.83;-79.56
L3B;42.99;-79.24
L3C;43.0;-79.26
L3E;43.84;-79.52
L3F;43.85;-79.41
L3G;43.6;-79.29
L3H;43.42;-79.38
L3I;43.84;-79.39
L3J;43.82;-79.39
L3K;42.89;-79.25
L3L;43.56;-79.33
L3M;43.2;-79.56
L3N;43.56;-79.48
L3P;43.88;-79.26
L3R;43.85;-79.32000000000001
L3S;43.84;-79.27
L3T;43.82;-79.39
L3U;44.6;-79.4
L3V;44.61;-79.42
L3W;43.82;-79.66
L3X;44.04;-79.47
L3Y;44.06;-79.46000000000001
L3Z;44.11;-79.57000000000001
L4A;43.97;-79.26
L4B;43.86;-79.4
L4C;43.87;-79.44
L4E;43.94;-79.46000000000001
L4F;43.85;-79.52
L4G;44.0;-79.47
L4H;43.83;-79.59
L4I;43.76;-79.61
L4J;43.81;-79.45
L4K;43.81;-79.51
L4L;43.79;-79.58
L4M;44.4;-79.67
L4N;44.37;-79.69
L4O;44.230000000000004;-79.71000000000001
L4P;44.230000000000004;-79.47
L4Q;44.75;-79.88
L4R;44.74;-79.88
L4S;43.89;-79.42
L4T;43.71;-79.64
L4U;43.800000000000004;-79.54
L4V;43.72;-79.63
L4W;43.64;-79.62
L4X;43.62;-79.58
L4Y;43.61;-79.59
L4Z;43.61;-79.65
L5A;43.59;-79.61
L5B;43.58;-79.63
L5C;43.56;-79.65
L5D;43.57;-79.64
L5E;43.58;-79.56
L5F;43.59;-79.57000000000001
L5G;43.56;-79.58
L5H;43.54;-79.62
L5I;43.56;-79.71000000000001
L5J;43.52;-79.63
L5K;43.53;-79.66
L5L;43.54;-79.69
L5M;43.57;-79.72
L5N;43.59;-79.76
L5O;43.57;-79.69
L5P;43.68;-79.64
L5Q;43.61;-79.7
L5R;43.61;-79.67
L5S;43.67;-79.67
L5T;43.660000000000004;-79.67
L5U;43.59;-79.69
L5V;43.6;-79.69
L5W;43.63;-79.72
L5X;43.6;-79.73
L5Y;43.61;-79.71000000000001
L6A;43.86;-79.51
L6B;43.88;-79.24
L6C;43.89;-79.34
L6D;43.77;-79.66
L6E;43.9;-79.27
L6F;43.9;-79.24
L6G;43.82;-79.36
L6H;43.480000000000004;-79.7
L6J;43.47;-79.66
L6K;43.44;-79.69
L6L;43.410000000000004;-79.71000000000001
L6M;43.45;-79.74
